ad_archive_id,ad_text,lda_topic_keywords,bert_topic_keywords,llm_theme_theme,llm_theme_summ,lda_keywords_llm_truth,bert_keywords_llm_truth,llm_theme_llm_truth,llm_summ_llm_truth,lda_keywords_human_truth,bert_keywords_human_truth,llm_theme_human_truth,llm_summ_human_truth
718625067692880,"How do we tell our children that they may have less epiphanies in their lifetimes because we have blocked a view of the stars? 

Right now, over 80% of humanity has a polluted view of the night sky. (Falchi, 2016*) This 2016 citation is only more true 9 years later. The world doesn’t yet know about this silent, insidious, but very fixable aspect of climate change.

Across time, skygazing has inspired epiphanies. To look at a distance star is to meet the edges of human understanding. Just to touch this point in space with your mind is a superpower for problem-solving. 

We do not sit in darkness to find what we know, but rather to find what we do not know. When you feel this infinity, it is possible to see the narrowness in which you came upon your problem in the first place, and to once again remember that the infinity of all possibility remains. 

When we stop spending time in darkness, we stop exploring the full palette of human perception. 

✨Follow, like, and SHARE. Please help spread the word.✨

*https://www.science.org/doi/10.1126/sciadv.1600377

#starvingfordarkness #night #ecology #astronomy #sky #nature #darksky #nightsky #starlight #moonlight #lightpollution #wildlife #climatechange #climateaction #meditation #consciousness #healing #yoga #connection #higherconsciousness #humanconnection #rewild #rewildhumanconsciousness","one, people, thing, get, u",,"**""Clean air advocacy""**",Clean air advocacy,Yes,Yes,No,No,FALSE,FALSE,FALSE,FALSE
801394112061776,The EPA’s Clean Bus Program aims to reduce pollution for communities of color. Great to see 15 of these buses coming to Fort Worth ISD!,"make, making, difference, everyone, safer","buses, school buses, bus, electric school, electric buses, school, school bus, bus program, new electric, clean school","**""Local civic engagement""**",Anti-fracking activism,No,No,No,No,TRUE,TRUE,TRUE,TRUE
525902913704471,"The amazing Vickie Owens-Butler is your Democratic nominee for District 1 County Commissioner in Fayette County this year (representing West Fayetteville, Tyrone, and the Northern edge of Peachtree City). She's running on fiscal responsibility, public safety, and smart and sustainable growth—among many other priorities.

Learn about her issues and support her campaign here: https://www.electvickiebutler.com/

#fayettecountyga #tyronega #LocalElections #peachtreecity #gapol #fayettevillega #votevotevote 

Note: This paid post is part of the FCDC's 2024 GOTV social ad campaign. Want to support our party so more Fayette voters learn about Vickie Butler and our other local candidates? Donate here: https://secure.actblue.com/donate/fayette-democrats","vote, election, district, candidate, voting","city council, council, city, mayor, ward, alderman, berwyn, public safety, mclean, mclean county","**""Local civic engagement""**",Pro-nuclear advocacy,Yes,No,Yes,No,FALSE,TRUE,TRUE,TRUE
1704652626988182,Western Michigan is leading research into key renewable technologies! Go Broncos!,"energy, electric, ev, arizona, vehicle","michigan, michiganders, dte, whitmer, michigan clean, ann arbor, lansing, energy michigan, jobs michigan, arbor","**""Solar energy advocacy""**",Clean energy boom,No,No,No,Yes,FALSE,FALSE,TRUE,FALSE
2286137988389716,"Together, we can create sustainable solutions for a brighter future. That is why I am running to represent our community.","future, sustainable, together, let, build",,"**""Pro-climate candidate""**",Pro-climate candidate,Yes,Yes,Yes,Yes,FALSE,FALSE,TRUE,FALSE
1577953719849552,"Capítulo 5: Viñedo Solar 

Un paso audaz hacia el futuro de la vitivinicultura. Esta innovadora iniciativa enfrenta de manera directa desafíos globales como el cambio climático, mediante una optimización meticulosa del uso del agua y el fortalecimiento de la biodiversidad. De este modo, asegura el futuro de nuestras vides, a través del manejo adecuado de nuestros viñedos antiguos, actuales y futuras plantaciones. Este esfuerzo pionero refuerza el liderazgo global de Viña Don Melchor, integrando de forma armoniosa la tradición con prácticas sostenibles para futuras generaciones. 

• Capítulo 5: Vinhedo Solar

Um passo audacioso rumo ao futuro da viticultura. Esta iniciativa inovadora enfrenta de forma direta desafios globais como a mudança climática, por meio da otimização meticulosa do uso da água e do fortalecimento da biodiversidade. Assim, garante o futuro de nossas vinhas, através do manejo cuidadoso de nossos vinhedos antigos, atuais e das futuras plantações. Este esforço pioneiro reforça a liderança global da Viña Don Melchor, integrando de maneira harmoniosa a tradição com práticas sustentáveis para as próximas gerações.

• Chapter 5: Sundial Vineyard

A bold step toward the future of winemaking. This innovative initiative directly addresses global challenges such as climate change through the meticulous optimization of water use and the strengthening of biodiversity. In doing so, it secures the future of our vines by carefully managing our old, current, and future vineyards. This pioneering effort reinforces Viña Don Melchor’s global leadership, harmoniously integrating tradition with sustainable practices for generations to come.","de, la, el, en, e","energía, para, en, el, que, la, es, más, por, su","**""Sustainable farming progress""**",Sustainable farming progress,Yes,Yes,Yes,Yes,FALSE,FALSE,TRUE,FALSE
24015659344775906,"🚨 Alaskans deserve a voice! Instead, BOEM has cut the public out of Lease Sale 258’s review—no hearings, no comment period, no chance for communities or tribes to weigh in on new oil drilling in our own back yard. 

This isn’t just a procedural shortcut. It’s a dangerous precedent that silences Alaskans and threatens Cook Inlet | Tikahtnu. 🌊🐟

Learn more on our blog:

#cookinlet  #Alaska #publicparticipation #CommunityVoices #climatejustice","land, public, protection, million, acre",,"**""Public climate input""**",Save the Arctic,No,Yes,Yes,No,FALSE,TRUE,TRUE,FALSE
1875072560013828,Already struggling with your electrical bill? It might get worse — contact your senator today to tell them we need to keep American energy competitive.,"tax, energy, bill, credit, cost","credits, rural energy, energy tax, legislator support, tax credits, america program, rural businesses, farmers rural, labor standards, strong labor","**""Solar energy advocacy""**",Energy cost alarm,Yes,No,No,Yes,FALSE,TRUE,TRUE,TRUE
1181797489781569,Every drop counts in Bisbee! Let’s come together to conserve water and protect our desert home. Small actions today will create a sustainable future for generations to come.,"future, sustainable, together, let, build",,"**""Clean water advocacy""**",Clean water advocacy,Yes,Yes,No,No,FALSE,FALSE,TRUE,TRUE
3227744044023193,"We’re working across Pennsylvania to create change with five campaigns: Criminal Justice Reform, Education Justice, Economic Dignity, Civic Engagement, and Climate Justice.","right, woman, justice, indigenous, freedom",,"**""Climate crisis advocacy""**",Clean energy advocacy,No,No,No,No,FALSE,FALSE,TRUE,TRUE
9009026722479804,"What if we could stop CO₂ before it pollutes the air, or even pull it back from the atmosphere? That’s exactly what carbon capture does! It cuts emissions from oil and industry, fights climate change, and keeps energy flowing. 🌍

#carboncapture #ccs #cleanenergy #sustainability","emission, carbon, new, supply, reduce",,"**""Clean energy advocacy""**",Propane advocacy,Yes,Yes,Yes,No,TRUE,FALSE,TRUE,FALSE
1221140365589595,"What’s the first thing that comes to mind when you think of sustainability? (Besides Simpact Studio, of course! ☺) If all you can think of is 'green' and 'climate change,' here’s a long list to broaden your perspective! 👀","one, people, thing, get, u","sustainability, 2024 sustainability, tüv, targets, credibility, establishment new, responsibility strategic, highlights report, targets achievements, bring sustainability","**""Clean energy advocacy""**",Clean energy advocacy,No,Yes,No,No,FALSE,FALSE,TRUE,FALSE
1174845324306387,"Climate activists are raising concerns about police acting as private security for Drax Power Station. They argue that law enforcement should protect communities, not corporations. Read more about this developing story and its impact on the fight against climate change. https://www.theguardian.com/business/article/2024/aug/25/police-acting-as-private-security-for-drax-power-station-say-climate-activists","climate, change, action, crisis, weather",,"**""Anti-coal advocacy""**",Anti-coal advocacy,Yes,No,No,No,FALSE,FALSE,TRUE,FALSE
1404872730658461,"For generations, American cars have powered our towns and built our future. But that future isn’t guaranteed. Congress must act now to protect the jobs and supply chains that keep this legacy alive.","american, job, economy, america, michigan","america global, costs pollution, global leader, clean car, pollution ensure, ensure america, drive costs, knows protecting, innovation fight, future rep","**""Pro-infrastructure investment""**",Local civic engagement,Yes,Yes,Yes,No,FALSE,TRUE,TRUE,TRUE
